,Names,Price,Minimum Orders,Total Sold,Supplier Name,Supplier's Experience,Supplier Country,Supplier Rating
1917,Phone 7 Plus 64GB Unlocked 12.0 MP Fingerprint 4G LTE Smartphone 5.5 Inch Screen 64GB Gold (Renewed),US$90-168,Min. order: 1 piece,1 sold,ZHIGUANG HK INDUSTRY LIMITED2 yrsHK4.6/5.0 (121),2 yrs,HK,4.6/5.0 (121)
1918,Phone Under 10 Used Mobile Cell Phone Smart Phones Unlock,US$99,Min. order: 1 piece,N/A,"New Zebra (Shenzhen) Technology Co., Ltd.6 yrsCN3.2/5.0 (261)",6 yrs,CN,3.2/5.0 (261)
1919,Hot Selling Mate 40 Pro+ Mate 60 12gb+512gb 7.3 Inch Full Display Android 10.0 Mobile Cell Smart Phone,US$54.57,Min. order: 1 piece,30 sold,"Hangzhou Weilun Technology Co., Ltd.2 yrsCN4.0/5.0 (322)",2 yrs,CN,4.0/5.0 (322)
1920,Brand New C30 Pro Original 7.3 Inch Android 13 Phone 16GB + 1TB 50MP + 108MP Camon 30 Pro 5g for 8000mAh Mobile Phones,US$46.32-65.02,Min. order: 1 piece,N/A,"Chengdu Yuanyi Ronghui Technology Co., Ltd.1  yrCN",1  yr,CN,N/A
1921,OEM/ODM Original Camon 40 Pro Octa-core 16GB+1TB 5G Smartphones 8000mAh 108MP Waterproof Mobile Phone,US$38.25-72.25,Min. order: 1 piece,N/A,"Chengdu Yuanyi Ronghui Technology Co., Ltd.1  yrCN",1  yr,CN,N/A
1922,Hot Sale Products Android Mobile Harmony OS Original Brand New for Nova 9 4G Phone,US$108.82,Min. order: 1 piece,N/A,"Chengdu Yuanyi Ronghui Technology Co., Ltd.1  yrCN",1  yr,CN,N/A
1923,Original Phones S24 ultra Smartphones for S24 ultra 22GB+2TB 5G Dual SIM Cellphone Mobile Phone S24 ultra Smartphone,US$68-89,Min. order: 1 piece,N/A,"Chengdu Yuanyi Ronghui Technology Co., Ltd.1  yrCN",1  yr,CN,N/A
1924,2024 New Arrival Version Original Smartphone for Redmi 14c 5G Wholesale 4+128G Mobile Phone 33W Quick Charge LTE CDMA,US$73-80,Min. order: 1 piece,N/A,"Chengdu Yuanyi Ronghui Technology Co., Ltd.1  yrCN",1  yr,CN,N/A
1925,Wholesale Original Used Gala A12 Smartphone Unlocked Mobile Phone Gala a 12 S22 A13,US$65-88,Min. order: 3 pieces,N/A,"Foshan Kangcheng Intelligent Technology Co., Ltd.2 yrsCN4.4/5.0 (108)",2 yrs,CN,4.4/5.0 (108)
1926,S25 Ultra Smartphones Original 16GB+1TB 5G Dual SIM Mobile Phone with HD AMOLED Deca Core Global Version,US$46.85-135.10,Min. order: 1 unit,1 sold,"Foshan Oudi Sen International Trade Co., Ltd.1  yrCN4.2/5.0 (22)",1  yr,CN,4.2/5.0 (22)
1927,Tecno New Spark 30 5G Mobile Phone Unlocked High Capacity Battery 108MP Rear Camera Octa Core CPU LTE English for Google Play,US$55.66-115.99,Min. order: 1 piece,N/A,"Foshan Oudi Sen International Trade Co., Ltd.1  yrCN4.2/5.0 (22)",1  yr,CN,4.2/5.0 (22)
1928,"GSM-FIX I8530 Beam 3G Mobile Phone 4.0"" 768MB RAM+8GB ROM 5MP+1.3MP WiFi Android Smartphone",US$67,Min. order: 1 piece,3 sold,Hengdong Ruimaisi Electronic Firm2 yrsCN4.2/5.0 (198),2 yrs,CN,4.2/5.0 (198)
1929,S25 Ultra 5G Smartphone Unlocked 16GB+1TB Android Gaming Mobile Phone with 108MP Rear Camera Global Version LTE Cellular,US$128.28,Min. order: 1 unit,N/A,"Foshan Himalaya International Trade Co., Ltd.1  yrCN4.5/5.0 (8)",1  yr,CN,4.5/5.0 (8)
1930,Unlocked 7.3-Inch S25 Ultra 16GB+1TB Android 14 Smartphone Original 5G Cellphone with Deca Core CPU and HD Screen Resolution,US$53.60,Min. order: 1 piece,1 sold,Minqing Hui Wangcai Cross-Border E-Commerce Store (individual Business)1  yrCN3.6/5.0 (249),1  yr,CN,3.6/5.0 (249)
1931,Dual SIM Card Mobile Phones Version Original S22 Ultra 16GB+1TB Android 7.3 Inch Smartphones 5G Unlocked Cellphones,US$160-240,Min. order: 1 piece,N/A,"Chengdu Yuanyi Ronghui Technology Co., Ltd.1  yrCN",1  yr,CN,N/A
1932,Hot Selling S25 5G Dual SIM Smartphones 8GB+256GB Configuration Real Mobile Phone with CDMA Cellular,US$95.77-126.76,Min. order: 1 piece,N/A,"Foshan Palm Mirror International Trade Co., Ltd.1  yrCN1.6/5.0 (4)",1  yr,CN,1.6/5.0 (4)
1933,Hot 6.7 Inch Used Android 5G Smartphone Unlocked Honor 200 with for Snapdragon 7 Gen 3 Deca Core CPU CDMA & LTE Mobile Phone,US$460,Min. order: 1 piece,N/A,"Guangzhou Qidian International Trade Co., Ltd.1  yrCN4.3/5.0 (14)",1  yr,CN,4.3/5.0 (14)
1934,Original Global Version P30 Pro Mobile Phone Octa Core CPU 4K Resolution Screen LTE and CDMA Cellular Compatibility,US$130-160,Min. order: 1 piece,1 sold,"Guangzhou Qidian International Trade Co., Ltd.1  yrCN4.3/5.0 (14)",1  yr,CN,4.3/5.0 (14)
1935,Original Global Version P30 Pro Mobile Phone Octa Core CPU 4K Resolution Screen LTE and CDMA Cellular Compatibility,US$130-160,Min. order: 1 piece,N/A,"Guangzhou Qidian International Trade Co., Ltd.1  yrCN4.3/5.0 (14)",1  yr,CN,4.3/5.0 (14)
1936,Original for Xiaomi Mi 11 Ultra for Xiaomi 11 Pro & Mi11 5G Smartphone 144HZ 108MP Rear 12+256GB Octa Core NFC CDMA & LTE,US$325,Min. order: 1 piece,3 sold,"Guangzhou Qidian International Trade Co., Ltd.1  yrCN4.3/5.0 (14)",1  yr,CN,4.3/5.0 (14)
1937,2025 NEW for iphone 17 Original Unlocked Mobile Phone 17 5G 6.3 Inch Cell Smart Phones 256GB 512GB Global Unlock,"US$1,015",Min. order: 2 pieces,N/A,Shenzhen Futian District Quanyingtong Electronic Technology Studio1  yrCN3.8/5.0 (11),1  yr,CN,3.8/5.0 (11)
1938,VSTA 2025 New Arrival Original I17 Phone 17 Pro Max 5G 6.9 Inches 256gb Octa Core CPU 48MP Rear Camera LTE Cellular,"US$1,635-1,655",Min. order: 2 pieces,N/A,Shenzhen Futian District Quanyingtong Electronic Technology Studio1  yrCN3.8/5.0 (11),1  yr,CN,3.8/5.0 (11)
1939,Factory Wholesale S24 Ultra Android Smartphone 22GB+1TB High Definition Camera Dual SIM Card Unlocked Mobile LTE Spanish MTK,US$65.22-115.66,Min. order: 1 piece,N/A,"Foshan Oudi Sen International Trade Co., Ltd.1  yrCN4.2/5.0 (22)",1  yr,CN,4.2/5.0 (22)
1940,Best Selling High Quality Mobile Phone Gala A51 Telefonos Celulares Low Price Smartphone,US$94-104,Min. order: 3 pieces,N/A,"Foshan Kangcheng Intelligent Technology Co., Ltd.2 yrsCN4.4/5.0 (108)",2 yrs,CN,4.4/5.0 (108)
1941,Second-hand Mobile Phone Brand Smartphone for Used Phones 13 Pro Max Used 13 Pro Max Original Phone Without Lock,US$600-640,Min. order: 5 pieces,N/A,"Foshan Kangcheng Intelligent Technology Co., Ltd.2 yrsCN4.4/5.0 (108)",2 yrs,CN,4.4/5.0 (108)
1942,Ultra 7.3 Inch HD Screen S25 High Quality Original 16gb 1TB Android 14 5G Dual SIM Mobile Phone,US$66,Min. order: 1 piece,N/A,"Foshan Fusheng Trading Co., Ltd.1  yrCN3.5/5.0 (28)",1  yr,CN,3.5/5.0 (28)
1943,Wholesale 15 ProMax512G Smart 5G US Version Mobile Phone Original Genuine Brand 99% New 8GB RAM Cross-Border Explosions,US$70-200,Min. order: 1 piece,N/A,"Chengdu Yese Technology Co., Ltd.1  yrCN",1  yr,CN,N/A
1944,"Hot Selling New 17 Pro Max Flagship Phone 5G 12GB 512GB 1TB 6.9"" 4G 5G Dual Sim Mobile Phone Resolution French Spanish English",US$95-135,Min. order: 1 piece,N/A,"Foshan Shenyu Technology Co., Ltd.1  yrCN3.8/5.0 (38)",1  yr,CN,3.8/5.0 (38)
1945,Original Vivo X200 Ultra with Photography Kit Set 5G Smartphone Mobile Cellphone Cell Phone 90W Fast Charge for Vivo Ai Life,"US$1,599",Min. order: 1 piece,N/A,"Shanghai Bioe International Trade Co., Ltd.2 yrsCN4.8/5.0 (62)",2 yrs,CN,4.8/5.0 (62)
1946,Original Vivo X200 Ultra with Photography Kit Set 5G Smartphone Mobile Cellphone Cell Phone 90W Fast Charge for Vivo Ai Life,"US$1,599",Min. order: 1 piece,1 sold,"Shanghai Bioe International Trade Co., Ltd.2 yrsCN4.8/5.0 (62)",2 yrs,CN,4.8/5.0 (62)
1947,Wholesale Used 5G 14Pro Max Mobile Phone 128/256/512G Storage Options 99% New Condition 1T Netcom Fruit Pattern for Foreign,US$750-788,Min. order: 1 piece,N/A,"Chengdu Yese Technology Co., Ltd.1  yrCN",1  yr,CN,N/A
1948,Wholesale Cellphone Android Mobile Phone Smartphone Used 99% New Phone Available in Stock Used Cheap for samsung A06,US$79-86,Min. order: 5 pieces,N/A,"Shenzhen Amanki Technology Co., Ltd.13 yrsCN4.6/5.0 (90)",13 yrs,CN,4.6/5.0 (90)
1949,99% Brand New Genuine Quality 6GB Ultra Large Running Memory Used Mobile Phones 5G High-Speed Network for Stable Operation,US$700-772,Min. order: 1 piece,N/A,"Chengdu Yese Technology Co., Ltd.1  yrCN",1  yr,CN,N/A
1950,R17 PRO Original Android 11 Smartphone 2.8 Inch Touch Screen 4GB RAM 64GB ROM WIFI Keypad 3G & 4G Mobile Phone,US$78-100,Min. order: 2 pieces,N/A,"Chengdu Yuanyi Ronghui Technology Co., Ltd.1  yrCN",1  yr,CN,N/A
1951,Original Camon 40 Pro Power Techno 1TB Decacore Octa-Core 7.3 Inch 12+256GB 5G Smartphones 6800mAh 108MP Mobile Phone,US$36.31-59.97,Min. order: 1 piece,N/A,"Chengdu Yuanyi Ronghui Technology Co., Ltd.1  yrCN",1  yr,CN,N/A
1952,Cheap Price Original Hot 50 Pro Smartphones for Hot 50 Pro 16GB+1TB Android 15 5G Dual SIM Cellphone Mobile Phone,US$57.44,Min. order: 1 piece,N/A,"Chengdu Yuanyi Ronghui Technology Co., Ltd.1  yrCN",1  yr,CN,N/A
1953,Hot Sale New Camon 40 Pro 16GB+1TB 7.3 Inch 5G Smart Phone HD Original Unlocked Dual Card Android 14 Mobile Phone,US$36.31-59.97,Min. order: 1 piece,N/A,"Chengdu Yuanyi Ronghui Technology Co., Ltd.1  yrCN",1  yr,CN,N/A
1954,2025 Camon 40 Version Android Smartphones 5G Unlocked Cellphones Dual SIM Card Mobile Phones Camon 40 Pro Original,US$36.31-59.97,Min. order: 1 piece,N/A,"Chengdu Yuanyi Ronghui Technology Co., Ltd.1  yrCN",1  yr,CN,N/A
1955,S22 5G Smart Dual SIM Android 11 Unlocked Phone 64MP+48MP 16GB+512GB Cheap Gaming Features Hot Sale 64MP+48MP Used Smartphones,US$19.90-65,Min. order: 2 pieces,N/A,"Chengdu Yuanyi Ronghui Technology Co., Ltd.1  yrCN",1  yr,CN,N/A
1956,Factory Direct Sale A15 Good Price Smartphones Phones Android Smartphones Original Android Android Phone for Mobile Phone 5g,US$116.43-136.03,Min. order: 1 piece,N/A,"Chengdu Yuanyi Ronghui Technology Co., Ltd.1  yrCN",1  yr,CN,N/A
1957,Factory Wholesale Note 50 Pro 5G Smartphone 6.6Inch 50MP AI Camera Android 14 2K Global Version 6.6Inch 50MP AI Camera Mobile,US$68.80,Min. order: 1 piece,N/A,"Foshan Manhe Technology Co., Ltd.1  yrCN3.2/5.0 (14)",1  yr,CN,3.2/5.0 (14)
1958,99% NewRed Phone Mi 13c 14C 15C 4g Smartphone 5000mah Screen 6.74 Inch 128g 256gb Used Cell PhoneXiao Pro Mi Note 11pro 13PRO+,US$66-130,Min. order: 5 kilometers,N/A,"Shenzhen Weichongda Network Technology Co., Ltd.2 yrsCN4.7/5.0 (118)",2 yrs,CN,4.7/5.0 (118)
1959,"Factory Price for Infinixi GT10 Pro Mobile Phone RAM+ROM 16GB+1TB 7.3inch,48MP Camera Android Smartphone Cheap Cell Phone",US$66.80,Min. order: 1 piece,1 sold,"Foshan Manhe Technology Co., Ltd.1  yrCN3.2/5.0 (14)",1  yr,CN,3.2/5.0 (14)
1960,"Brand New Original Oukitel Wp200 Pro Rugged Phone 24gb+1tb 6.7"" 32mp+108mp 8800mah 45W 5g Gift Earphones & Headphones Smartphone",US$415-485,Min. order: 1 piece,6 sold,"Hong Kong Promotion Technology Co., Limited1  yrHK4.7/5.0 (40)",1  yr,HK,4.7/5.0 (40)
1961,Brand New Oukitel C2 Smartphone Unlocked Dual SIM 6.52 Inch HD Screen Android 15 Latest Mobile Cell Phone at low price fashion,US$52-69,Min. order: 1 piece,4 sold,"Hong Kong Promotion Technology Co., Limited1  yrHK4.7/5.0 (40)",1  yr,HK,4.7/5.0 (40)
1962,Brand New Oukitel C2 Smartphone 4+128GB Dual SIM 6.6 Inch BOE HD Resolution Screen Android 15 Reverse Charging Mobile Cell Phone,US$58,Min. order: 1 piece,3 sold,"Hong Kong Promotion Technology Co., Limited1  yrHK4.7/5.0 (40)",1  yr,HK,4.7/5.0 (40)
1963,Oukitel WP100 5G Waterproof NFC Rugged Phone 66W 12GB+512GB 200MP Android14 MediaTek Dimensity 7300 Octa Core NFC OTG Smartphone,US$409-489,Min. order: 1 piece,1 sold,"Hong Kong Promotion Technology Co., Limited1  yrHK4.7/5.0 (40)",1  yr,HK,4.7/5.0 (40)
1964,Oukitel WP19 WP19 Pro Rugged Phone 22000mah Battery 33w Mega Charge Waterproof IP68 Thunder Speaker NFC 5g Gsm Rugged Smartphone,US$22-198,Min. order: 1 piece,13 sold,"Hong Kong Promotion Technology Co., Limited1  yrHK4.7/5.0 (40)",1  yr,HK,4.7/5.0 (40)
1965,Oukitel WP100 TITAN Rugged Phone 16gb+512gb 100 Lumen Projector 120hz 33000mah 66w 5g 200mp Camera Nfc Global Rugged Smartphone,US$508-598,Min. order: 1 piece,N/A,"Hong Kong Promotion Technology Co., Limited1  yrHK4.7/5.0 (40)",1  yr,HK,4.7/5.0 (40)
1966,"Brand New Original Oukitel Wp200 Pro Rugged Phone 24gb+1tb 6.7""amoled 32mp+108mp 8800mah Nfc GPS Octa Core 5g Rugged Smartphones",US$415-465,Min. order: 1 piece,2 sold,"Hong Kong Promotion Technology Co., Limited1  yrHK4.7/5.0 (40)",1  yr,HK,4.7/5.0 (40)
1967,Oukitel Wp19 8+256gb 21000mah 6.8 Hd Rugged Phone 20mp Night Vision Helio G95 Cellphone 64mp Main Camera Android12 5g Smartphone,US$22-192,Min. order: 1 piece,2 sold,"Hong Kong Promotion Technology Co., Limited1  yrHK4.7/5.0 (40)",1  yr,HK,4.7/5.0 (40)
1968,"Brand New Original Oukitel Wp200 Pro Rugged Phone 24gb+1tb 6.7""amoled 32mp+108mp 8800mah Nfc GPS Octa Core 5g Rugged Smartphones",US$415-465,Min. order: 1 piece,2 sold,"Hong Kong Promotion Technology Co., Limited1  yrHK4.7/5.0 (40)",1  yr,HK,4.7/5.0 (40)
1969,Oukitel Wp19 8+256gb 21000mah 6.8 Hd Rugged Phone 20mp Night Vision Helio G95 Cellphone 64mp Main Camera Android12 5g Smartphone,US$22-192,Min. order: 1 piece,2 sold,"Hong Kong Promotion Technology Co., Limited1  yrHK4.7/5.0 (40)",1  yr,HK,4.7/5.0 (40)
1970,"Oukitel Wp35 Pro 6.6"" 12gb+512gb 32mp+64mp 11000mah 33w Fast Charger Dual Sim Android Nfc Global Version Rugged Mobile Phone",US$22-182,Min. order: 1 piece,16 sold,"Hong Kong Promotion Technology Co., Limited1  yrHK4.7/5.0 (40)",1  yr,HK,4.7/5.0 (40)
1971,Brand New Oukitel C2 Smartphone 4+128GB Dual SIM 6.6 Inch BOE HD Resolution Screen Android 15 Reverse Charging Mobile Cell Phone,US$18-58.98,Min. order: 1 piece,30 sold,"Hong Kong Promotion Technology Co., Limited1  yrHK4.7/5.0 (40)",1  yr,HK,4.7/5.0 (40)
1972,Original Oukitel C2 Smartphone 4+64GB 6.6 Inch BOE HD Resolution Screen Android 15 Reverse Charger Octa Core Dual SIM Cell Phone,US$52.85-58.98,Min. order: 1 piece,1 sold,"Hong Kong Promotion Technology Co., Limited1  yrHK4.7/5.0 (40)",1  yr,HK,4.7/5.0 (40)
1973,Hot Sale Oukitel C2 Smartphone 4GB+128GB 6.6 Inch HD Unlocked Dual Card Octa Core Android 15 Cheap Telefon Celulares Smart Phone,US$18-58.98,Min. order: 1 piece,N/A,"Hong Kong Promotion Technology Co., Limited1  yrHK4.7/5.0 (40)",1  yr,HK,4.7/5.0 (40)
1974,Original 5G Oukitel C2 Smartphones 4GB+128GB Dual SIM Mobile Phones 6.6 Inch Android 15.0 Reverse Charging Octa Core Cell Phones,US$18-58.98,Min. order: 1 piece,9 sold,"Hong Kong Promotion Technology Co., Limited1  yrHK4.7/5.0 (40)",1  yr,HK,4.7/5.0 (40)
1975,Oukitel C2 5g Smartphone Cell Phone 4+128gb 6.6inch 60Hz Screen Dual Sim Unlocked BT5.0 Android Octa Core Google Ai Mobile Phone,US$58.98,Min. order: 1 piece,N/A,"Hong Kong Promotion Technology Co., Limited1  yrHK4.7/5.0 (40)",1  yr,HK,4.7/5.0 (40)
1976,Hot Sale New Oukitel C2 4GB+64GB 6.6 Inch 5G Smart Phone Original Unlocked Dual Card Octa Core Android 15 Best Cheap Smart Phone,US$18-52.85,Min. order: 1 piece,N/A,"Hong Kong Promotion Technology Co., Limited1  yrHK4.7/5.0 (40)",1  yr,HK,4.7/5.0 (40)
1977,Oukitel C2 Octa-core 6.6inch BOE 60Hz IPS Screen 4+64GB 5G BT5.0 Smartphones Type-C Reverse Charging 200+ languages Mobile Phone,US$18-52.85,Min. order: 1 piece,4 sold,"Hong Kong Promotion Technology Co., Limited1  yrHK4.7/5.0 (40)",1  yr,HK,4.7/5.0 (40)
1978,Oukitel C2 Smartphones 4+64GB Dual SIM 6.6Inch Android 15 Type-C Reverse Charging Octa Core Fingerprint Unlock Mobile Cell Phone,US$46.85-52.85,Min. order: 1 piece,4 sold,"Hong Kong Promotion Technology Co., Limited1  yrHK4.7/5.0 (40)",1  yr,HK,4.7/5.0 (40)
1979,Original 5G Oukitel C2 Smartphones 4+64GB 6.6 Inch BOE HD Resolution Screen Android 15 Reverse Charging Octa Core GPS Cell Phone,US$52.85,Min. order: 1 piece,3 sold,"Hong Kong Promotion Technology Co., Limited1  yrHK4.7/5.0 (40)",1  yr,HK,4.7/5.0 (40)
1980,Oukitel C2 5g Smartphone Cell Phone Octa Core Google Ai 4+64gb 6.6inch 60Hz Screen Dual Sim Unlocked BT5.0 Android Mobile Phones,US$52.85,Min. order: 1 piece,1 sold,"Hong Kong Promotion Technology Co., Limited1  yrHK4.7/5.0 (40)",1  yr,HK,4.7/5.0 (40)
1981,Oukitel Wp200 Pro Smartphone 24gb+1tb 8800mah 108mp Camera 5g Bt Earphones Design Android 15 Wifi 6 Free Smart Watches Cellphone,US$415-485,Min. order: 1 piece,1 sold,"Hong Kong Promotion Technology Co., Limited1  yrHK4.7/5.0 (40)",1  yr,HK,4.7/5.0 (40)
1982,"Oukitel Wp200 Pro 24gb+1tb 6.7"" Fhd+ BOE Lcd Amoled Display 8800mah Battery 45W 120hz 32mp+108mp 5g Octa Core Rugged Smart Phone",US$485,Min. order: 1 piece,2 sold,"Hong Kong Promotion Technology Co., Limited1  yrHK4.7/5.0 (40)",1  yr,HK,4.7/5.0 (40)
1983,Oukitel Wp200 Pro 24gb+1tb 6.7 Inch Fhd 120hz 8800mah Battery 45W Android 15 Wifi6 5g Free Smart Watches NFC Telefonos Celulares,US$485,Min. order: 1 piece,1 sold,"Hong Kong Promotion Technology Co., Limited1  yrHK4.7/5.0 (40)",1  yr,HK,4.7/5.0 (40)
1984,Oukitel Wp200 Pro Bt Earphones & Headphones Design 24gb+1tb 8800mah 120hz 5g Android 15 Free Smart Watches Gaming Mobile Phones,US$485,Min. order: 1 piece,N/A,"Hong Kong Promotion Technology Co., Limited1  yrHK4.7/5.0 (40)",1  yr,HK,4.7/5.0 (40)
1985,"Brand New Original Oukitel Wp200 Pro Rugged Phone 24gb+1tb 6.7"" Amoled Display 32mp+108mp Camera 8800mah 5g GPS Rugged Cellphone",US$485,Min. order: 1 piece,1 sold,"Hong Kong Promotion Technology Co., Limited1  yrHK4.7/5.0 (40)",1  yr,HK,4.7/5.0 (40)
1986,Oukitel Wp200 Pro 24gb+1tb 6.7 Inch Fhd+ Amoled Display 120hz 32mp+108mp Rugged Cell Phone 8800mah Battery 5g Rugged Smart Phone,US$485,Min. order: 1 piece,N/A,"Hong Kong Promotion Technology Co., Limited1  yrHK4.7/5.0 (40)",1  yr,HK,4.7/5.0 (40)
1987,Oukitel Wp55 Pro 5g Rugged Phone 108mp 16gb+512gb 33W Fast Charging 11000mah 6.6 Inch Android Fingerprint Unlocked NFC GPS Phone,US$198-221,Min. order: 1 piece,6 sold,"Hong Kong Promotion Technology Co., Limited1  yrHK4.7/5.0 (40)",1  yr,HK,4.7/5.0 (40)
1988,Oukitel Wp55 Pro 5g Rugged Phone 16gb+512gb 108mp Camera Android 15 Mediatek Dimensity 7025 Octa Core Nfc Otg 5g GPS Smartphones,US$28-221,Min. order: 1 piece,N/A,"Hong Kong Promotion Technology Co., Limited1  yrHK4.7/5.0 (40)",1  yr,HK,4.7/5.0 (40)
1989,"Brand New Original Oukitel Wp55 Pro Rugged Phone 6.6"" 16gb 512gb 32mp+108mp Camera 11000mah Nfc Global Version Rugged Cellphones",US$28-221,Min. order: 1 piece,3 sold,"Hong Kong Promotion Technology Co., Limited1  yrHK4.7/5.0 (40)",1  yr,HK,4.7/5.0 (40)
1990,Brand New Original Oukitel Wp55 Pro Rugged Phone 6.6 16gb 512gb 32mp+108mp Camera 11000mah Nfc Global Version 5g GPS Smart Phone,US$221,Min. order: 1 piece,3 sold,"Hong Kong Promotion Technology Co., Limited1  yrHK4.7/5.0 (40)",1  yr,HK,4.7/5.0 (40)
1991,"Oukitel 2025 New Products Wp55 Pro 6.6"" Fhd+ 120hz 16gb 512gb Octa-core 32mp+108mp+8mp Camera 11000mah 5g GPS Rugged Smartphones",US$221,Min. order: 1 piece,10 sold,"Hong Kong Promotion Technology Co., Limited1  yrHK4.7/5.0 (40)",1  yr,HK,4.7/5.0 (40)
1992,"Oukitel Wp55 Rugged Smartphone Android 15 12+256gb 33w 108mp Main Camera 11000mah 6.6"" Fhd+ Cell Phone Night Vision Mobile Phone",US$198-221,Min. order: 1 piece,N/A,"Hong Kong Promotion Technology Co., Limited1  yrHK4.7/5.0 (40)",1  yr,HK,4.7/5.0 (40)
1993,Original Xiaomi 17 Pro Max Smartphone 3D Ultrasonic Fingerprint 6.9 inch + 2.9 inch Back Screen HyperOS 3 5G Mobile Phone,"US$1,018-1,185",Min. order: 1 piece,N/A,Shenzhen PULUZ Technology Limited.4 yrsCN4.6/5.0 (440),4 yrs,CN,4.6/5.0 (440)
1994,"Oukitel Wp55 6.6"" Fhd+ 12gb+256gb 11000mah 33w Charge 32mp+108mp Camera Dual Sim 5g Android 15 120hz Rugged Smartphones With Nfc",US$198,Min. order: 1 piece,3 sold,"Hong Kong Promotion Technology Co., Limited1  yrHK4.7/5.0 (40)",1  yr,HK,4.7/5.0 (40)
1995,Oukitel WP19 Android Rugged Smartphone Big Battery Pda 6.8 90hz 5g IP68 Rugged Smart Phone Custom Oem Odm Phone 33w Smart Phones,US$28-192,Min. order: 1 piece,N/A,"Hong Kong Promotion Technology Co., Limited1  yrHK4.7/5.0 (40)",1  yr,HK,4.7/5.0 (40)
1996,Oukitel Wp19 Pro 8+256gb 6.8 Inch 4g Android 13 MTK Helio G99 Octa-core Nfc 22000mah Battery 33w Pd Charging 120hz Gaming Phones,US$192-210,Min. order: 1 piece,4 sold,"Hong Kong Promotion Technology Co., Limited1  yrHK4.7/5.0 (40)",1  yr,HK,4.7/5.0 (40)
1997,New Oukitel Wp19 Pro Rugged 22000mah Battery 12gb 256gb 64mp Rear Camera 120hz Helio G99 33w Fast Charge Android 13 Smartphones,US$210,Min. order: 1 piece,1 sold,"Hong Kong Promotion Technology Co., Limited1  yrHK4.7/5.0 (40)",1  yr,HK,4.7/5.0 (40)
1998,Original Camon 40 Pro Power Techno 1TB Camon40 Pro Octa-core 6.2inch 12+256GB/512GB 5G Smartphones 6800mAh 108MP Mobile Phone,US$125,Min. order: 1 piece,2 sold,"Foshan Himalaya International Trade Co., Ltd.1  yrCN4.5/5.0 (8)",1  yr,CN,4.5/5.0 (8)
1999,Used Phone 11 Smartphone 64gb/128gb Mobile Phone Wholesale,US$196,Min. order: 5 pieces,N/A,"Zhongshan Gaoxin Electronics Co., Ltd.1  yrCN4.8/5.0 (18)",1  yr,CN,4.8/5.0 (18)
2000,Oukitel Wp19 Pro 8gb+256gb 22000mah Battery 33W 6.8 Inch Android 13 Smartphone Mediatek Helio G99 Octa-core Nfc 4g Mobile Phones,US$195-210,Min. order: 1 piece,N/A,"Hong Kong Promotion Technology Co., Limited1  yrHK4.7/5.0 (40)",1  yr,HK,4.7/5.0 (40)
2001,Oukitel Wp35 Pro 5g Rugged Phone 12gb+512gb 6.6 Inch Android 14 Mediatek Dimensity 6300 Octa Core 11000mah Nfc Otg 5g Smartphone,US$138-189,Min. order: 1 piece,4 sold,"Hong Kong Promotion Technology Co., Limited1  yrHK4.7/5.0 (40)",1  yr,HK,4.7/5.0 (40)
2002,"Oukitel Wp35 Pro Rugged Phone 6.6"" Fhd+ Screen Dual Sim 12gb+512gb 32mp+64mp 11000mah 33W Changer Nfc Android Rugged Cell Phone",US$138-189,Min. order: 1 piece,2 sold,"Hong Kong Promotion Technology Co., Limited1  yrHK4.7/5.0 (40)",1  yr,HK,4.7/5.0 (40)
2003,"Oukitel Wp35 Pro 6.6"" 12gb+512gb 32mp+64mp 11000mah 33w Fast Charger Dual Sim Nfc Global Version Rugged Phones Mobile Android",US$28-189,Min. order: 1 piece,1 sold,"Hong Kong Promotion Technology Co., Limited1  yrHK4.7/5.0 (40)",1  yr,HK,4.7/5.0 (40)
2004,"Oukitel Wp35 Pro 5g 6.6"" Fhd+ 12gb+512gb 32mp+64mp 11000mah 33w Fast Charger Ip68 Dual Sim Android 14 Rugged Smartphone With Nfc",US$28-189,Min. order: 1 piece,2 sold,"Hong Kong Promotion Technology Co., Limited1  yrHK4.7/5.0 (40)",1  yr,HK,4.7/5.0 (40)
2005,"Oukitel Wp35 Pro 6.6"" 12gb+512gb 32mp+64mp 11000mah 33w Fast Charger Dual Sim Nfc Global Version Rugged Cell Phones Smartphones",US$180-189,Min. order: 1 piece,N/A,"Hong Kong Promotion Technology Co., Limited1  yrHK4.7/5.0 (40)",1  yr,HK,4.7/5.0 (40)
2006,"Oukitel Wp35 Pro 6.6"" 12gb+512gb 32mp+64mp 11000mah Fast Charger Dual Sim Android Nfc Global Version Octa Core Rugged Smartphone",US$189,Min. order: 1 piece,3 sold,"Hong Kong Promotion Technology Co., Limited1  yrHK4.7/5.0 (40)",1  yr,HK,4.7/5.0 (40)
2007,"Brand New Oukitel Wp35 Pro Rugged Phone 6.6"" Fhd+ 12gb+512gb 32mp+64mp 11000mah Dual Sim Global Version Smart Rugged Cell Phones",US$189,Min. order: 1 piece,N/A,"Hong Kong Promotion Technology Co., Limited1  yrHK4.7/5.0 (40)",1  yr,HK,4.7/5.0 (40)
